Player_name;Team_name;position_description;Round_name;yellow_card_points;red_card_points;yellowred_card_points;goals_points;goals_conceded_points;own_goals_points;penalty_points;clean_sheet_points;assists_points;match_won_points;match_draw_points;total_points
Riechedly Bazoer;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Ritsu Doan;PSV;midfield;19;0;0;0;0;0;0;0;0;0;3;0;3
Pantelis Hatzidiakos;AZ Alkmaar;defense;19;0;0;0;0;-1;0;0;0;0;3;0;2
Deroy Duarte;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;2;0;0;2
Aslak Fonn Witry;AZ Alkmaar;defense;19;0;0;0;0;-1;0;0;0;0;3;0;2
Peter Vindahl Jensen;AZ Alkmaar;goalkeeper;19;0;0;0;0;-1;0;0;0;0;3;0;2
Dirk Proper;NEC;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Noah Fadiga;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Sven Mijnans;Sparta Rotterdam;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Rico Strieder;PEC Zwolle;midfield;19;-2;0;0;0;0;0;0;0;0;3;0;1
Luca de la Torre;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Orestis Kiomourtzoglou;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Giacomo Quagliata;Heracles Almelo;defense;19;-2;0;0;0;0;0;0;2;0;0;1;1
Jamie Jacobs;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Robin Maulun;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Roberts Uldriķis;SC Cambuur;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Nikolai Laursen;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Mitchel Paulissen;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Bilal Başacıkoğlu;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Nick Doodeman;SC Cambuur;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Jhondly van der Meer;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Lucas Schoofs;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Younes Namli;Sparta Rotterdam;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Magnus Mattsson;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Lennart Thy;Sparta Rotterdam;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Lasse Schöne;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;1;1
Noussair Mazraoui;Ajax;midfield;19;-2;0;0;0;0;0;0;0;0;3;0;1
Vito van Crooij;Sparta Rotterdam;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Sinan Bakış;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Patrick Joosten;SC Cambuur;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Ali Akman;NEC;attack;19;0;0;0;0;0;0;0;0;0;0;1;1
Mats Knoester;Heracles Almelo;defense;19;-2;0;0;0;0;0;0;2;0;0;1;1
Million Manhoef;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Andries Noppert;Go Ahead Eagles;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Marcus Schubert;Vitesse;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Tomáš Hájek;Vitesse;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jay Idzes;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ole ter Haar Romeny;NEC;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Pol Llonch Puyalto;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Jorn Berkhout;AZ Alkmaar;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Elton Daniël Kabangu;Willem II;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Anargyros Kampetsis;Willem II;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Vincent Schippers;Willem II;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Ringo Meerveld;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Orkun Kökçü;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Philipp Mwene;PSV;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jacob Mulenga;Go Ahead Eagles;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Mike Hauptmeijer;PEC Zwolle;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Kenneth Paal;PEC Zwolle;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Daishawn Redan;PEC Zwolle;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Michael de Leeuw;FC Groningen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Jan Bekkema;SC Heerenveen;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Ibrahim Drešević;SC Heerenveen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Yahya Kalley;FC Groningen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Syb van Ottele;SC Heerenveen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Anthony Musaba;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Djenahro Nunumete;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Sekou Sylla;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ivo Daniel Ferreira Mendonca Pinto;Fortuna Sittard;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Richie Musaba;Fortuna Sittard;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Mateo Leš;Heracles Almelo;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Vincent Müller;PSV;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Sander van de Streek;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Joris van Overeem;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Gyan de Regt;Vitesse;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Romaric Yapi;Vitesse;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Albert Gudmundsson;AZ Alkmaar;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Aventis Aventisian;Go Ahead Eagles;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Quiermo Dumay;Go Ahead Eagles;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Robin Pröpper;FC Twente;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Kwasi Okyere Wriedt;Willem II;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Fedde De Jong;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ernest Poku;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Cyriel Dessers;Feyenoord;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Rick Zuijderwijk;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ennio van der Gouw;FC Twente;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Ramon Hendriks;Feyenoord;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Antoni-Djibu Milambo;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Eric Verstappen;Vitesse;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Amourrichio Van Axel Dongen;Ajax;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Rijk Janse;Sparta Rotterdam;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Emanuel Emegha;Sparta Rotterdam;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Laros Duarte;FC Groningen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Cyril Ngonge;FC Groningen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Melayro Bogarde;FC Groningen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Tomáš Suslov;FC Groningen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Paulos Abraham;FC Groningen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Jan Ras;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Pieter Bos;SC Cambuur;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Tamás Kiss;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Michael Breij;SC Cambuur;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Ryan Johansson;Fortuna Sittard;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Robin Polley;Heracles Almelo;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Ruben Roosken;Heracles Almelo;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Elias Sierra;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Iliass Bel Hassani;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Yassin Oukili;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Armindo Tué Na Bangna;PSV;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Jordy Bruijn;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Godfried Roemeratoe;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Peer Koopmeiners;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Thijs Oosting;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Jeffrey de Lange;FC Twente;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Gijs Smal;FC Twente;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Denilho Cleonise;FC Twente;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Max Bruns;FC Twente;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Marcus Holmgren Pedersen;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Thijs Jansen;Feyenoord;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Kenneth Taylor;Ajax;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Devyne Rensch;Ajax;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Sai van Wermeskerken;PEC Zwolle;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Yiğit Emre Çeltik;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Damian van der Haar;PEC Zwolle;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jørgen Strand Larsen;FC Groningen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Jan Hoekstra;FC Groningen;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Daniël van Kaam;FC Groningen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Bryan Smeets;Sparta Rotterdam;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Yanick van Osch;Fortuna Sittard;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Calvin Mac-Intosch;SC Cambuur;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Sonny Stevens;SC Cambuur;goalkeeper;19;0;0;0;0;-1;0;0;0;0;0;1;0
Rick Meissen;FC Utrecht;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Fodé Fofana;PSV;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Bart Ramselaar;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Simon Gustafson;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Eric Oelschlägel;FC Utrecht;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Anastasios Douvikas;FC Utrecht;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Arthur Zagre;FC Utrecht;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Enzo Cornelisse;Vitesse;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Francis Ross;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ilias Bronkhorst;NEC;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Mats Köhlert;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Guus Til;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Reiss Nelson;Feyenoord;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Philipp Max;PSV;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Davy Klaassen;Ajax;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Wessel Dammers;FC Groningen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jesse Vermaning;PEC Zwolle;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Filip Stevanović;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Rami Hajal;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Giannis Masouras;Sparta Rotterdam;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Rai Vloet;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Koen Bucker;Heracles Almelo;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Richard van der Venne;RKC Waalwijk;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Issam El Maach;RKC Waalwijk;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Thierry Lutonda;RKC Waalwijk;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Aaron Meijers;Sparta Rotterdam;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Yvon Landry Mvogo;PSV;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Quinten Maduro;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Daan Huisman;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Javier Vet;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Guss Gertsen;NEC;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Görkem Sağlam;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Kilian Ludewig;Willem II;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Lennard Hartjes;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Perr Schuurs;Ajax;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Charlie Setford;Ajax;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Gabi Caschili;PEC Zwolle;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Rav van den Berg;PEC Zwolle;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Siem de Jong;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Marin Sverko;FC Groningen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Romano Postema;FC Groningen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Maxim Gullit;SC Cambuur;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Emil Hansson;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Arianit Ferati;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Zian Flemming;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Remco Balk;FC Utrecht;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Bart Vriends;Sparta Rotterdam;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Richard Ledezma;PSV;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Naoki Maeda;FC Utrecht;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Luuk Brouwers;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Iñigo Córdoba Kerejeta;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Danny Vuković;NEC;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Ogechika Heil;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Ragnar Oratmangoen;Go Ahead Eagles;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Miquel Nelom;Willem II;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jorn Brondeel;Willem II;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Håkon Evjen;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Beau Reus;AZ Alkmaar;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Mohamed Taabouni;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Bryan Linssen;Feyenoord;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Ofir Meir Marciano;Feyenoord;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Joey Veerman;PSV;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Luca Everink;FC Twente;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Tijanni Noslin;Fortuna Sittard;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Henk Veerman;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Lucas Woudenberg;SC Heerenveen;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Anas Tahiri;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Jan de Boer;FC Groningen;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Rodney Kongolo;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Marijn Dijkstra;SC Heerenveen;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Marco Tol;SC Cambuur;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Filip Yavorov Krastev;SC Cambuur;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Felix Dornebusch;Fortuna Sittard;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Andreas Samaris;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Tesfaldet Tekie;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Delano Burgzorg;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Mohamed Amissi;Heracles Almelo;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Eros Maddy;FC Utrecht;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Luuk  Wouters;RKC Waalwijk;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jenson Seelt;PSV;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Philippe Rommens;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Mikkel Duelund;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Turan Tuzlacik;Go Ahead Eagles;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Dries Saddiki;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Tijjani Reijnders;AZ Alkmaar;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Nils Rossen;NEC;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Max Svensson;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Jens Toornstra;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Nikos Michelis;Willem II;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Connor van den Berg;Willem II;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Fredrik Aursnes;Feyenoord;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Marcos Senesi;Feyenoord;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Mohammed Daramy;Ajax;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Finn Murre;Sparta Rotterdam;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Slobodan Tedić;PEC Zwolle;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Joey Kesting;PEC Zwolle;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Elikia Joël Mbinga;PEC Zwolle;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Milan van Ewijk;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Dirk Abels;Sparta Rotterdam;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Michaël Heylen;Sparta Rotterdam;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Brett Minnema;SC Cambuur;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Alessandro Damen;Heracles Almelo;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Navajo Bakboord;Heracles Almelo;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Adrian Szöke;Heracles Almelo;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Lennerd Daneels;RKC Waalwijk;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Willem Janssen;FC Utrecht;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Enrico Duenas Hernández;Vitesse;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Alois Dominik Oroz;Vitesse;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Hobie Verhulst;AZ Alkmaar;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Job Schuurman;Go Ahead Eagles;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Daan Rots;FC Twente;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Denzel Hall;Feyenoord;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Nicolás Alejandro Tagliafico;Ajax;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Jay Gorter;Ajax;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Rhu-endly Martina;Go Ahead Eagles;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Patrick Vroegh;Vitesse;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Achraf Madi;Sparta Rotterdam;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Stijn Hogervorst;Fortuna Sittard;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Tibor Halilović;SC Heerenveen;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Benjamin Nygren;SC Heerenveen;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Mario Engels;Sparta Rotterdam;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Laurent Jans;Sparta Rotterdam;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Sam Hendriks;SC Cambuur;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Erik Schouten;SC Cambuur;defense;19;0;0;0;0;-1;0;0;0;0;0;1;0
Mats Seuntjens;Fortuna Sittard;midfield;19;0;0;0;0;0;0;0;0;0;0;0;0
Kevin Gadellaa;FC Utrecht;goalkeeper;19;0;0;0;0;0;0;0;0;0;0;0;0
Lars Nieuwpoort;RKC Waalwijk;defense;19;0;0;0;0;0;0;0;0;0;0;0;0
Roy Kuijpers;RKC Waalwijk;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Yorbe Vertessen;PSV;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Mimoun Mahi;FC Utrecht;attack;19;0;0;0;0;0;0;0;0;0;0;0;0
Tyrell Malacia;Feyenoord;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Bart van Hintum;FC Groningen;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Justin Bijlow;Feyenoord;goalkeeper;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Mike te Wierik;FC Groningen;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Damil Dankerlui;FC Groningen;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Elayis Tavsan;NEC;attack;19;-2;0;0;0;0;0;0;0;0;0;1;-1
Gernot Trauner;Feyenoord;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Bjorn Meijer;FC Groningen;defense;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Alex Bangura;SC Cambuur;attack;19;-2;0;0;0;0;0;0;0;0;0;1;-1
Peter Leeuwenburgh;FC Groningen;goalkeeper;19;0;0;0;0;-1;0;0;0;0;0;0;-1
Justin Bakker;Go Ahead Eagles;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Mats Deijl;Go Ahead Eagles;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Timon Wellenreuther;Willem II;goalkeeper;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Emil Bergström;Willem II;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Sven van Beek;SC Heerenveen;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Martin Angha-Lötscher;Fortuna Sittard;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Derrick Köhn;Willem II;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Alireza Jahanbakhsh;Feyenoord;attack;19;-2;0;0;0;0;0;0;0;0;0;0;-2
Roel Janssen;Fortuna Sittard;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Tom Beugelsdijk;Sparta Rotterdam;defense;19;-2;0;0;0;-1;0;0;0;0;0;1;-2
Othman Boussaid;FC Utrecht;attack;19;-2;0;0;0;0;0;0;0;0;0;0;-2
Xavier Mous;SC Heerenveen;goalkeeper;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Rami Kaib;SC Heerenveen;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Michael Verrips;Fortuna Sittard;goalkeeper;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Adam Maher;FC Utrecht;midfield;19;-2;0;0;0;0;0;0;0;0;0;0;-2
George Cox;Fortuna Sittard;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Tim Coremans;Sparta Rotterdam;goalkeeper;19;0;0;0;0;-1;-2;0;0;0;0;1;-2
Isac Lidberg;Go Ahead Eagles;attack;19;-2;0;0;0;0;0;0;0;0;0;0;-2
Nick Bakker;SC Heerenveen;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Boyd Lucassen;Go Ahead Eagles;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Mickaël Tirpan;Fortuna Sittard;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Warner Hahn;Go Ahead Eagles;goalkeeper;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Gerrit Nauber;Go Ahead Eagles;defense;19;0;0;0;0;-2;0;0;0;0;0;0;-2
Che Nunnely;Willem II;attack;19;-2;0;0;0;0;0;0;0;0;0;0;-2
Hidde ter Avest;FC Utrecht;defense;19;0;0;0;0;-3;0;0;0;0;0;0;-3
Fabian de Keijzer;FC Utrecht;goalkeeper;19;0;0;0;0;-3;0;0;0;0;0;0;-3
Mike van der Hoorn;FC Utrecht;defense;19;0;0;0;0;-3;0;0;0;0;0;0;-3
Lutsharel Geertruida;Feyenoord;defense;19;-2;0;0;0;-1;0;0;0;0;0;0;-3
Mark van der Maarel;FC Utrecht;defense;19;0;0;0;0;-3;0;0;0;0;0;0;-3
Django Warmerdam;FC Utrecht;defense;19;0;0;0;0;-3;0;0;0;0;0;0;-3
