Player_name;Team_name;position_description;Round_name;yellow_card_points;red_card_points;yellowred_card_points;goals_points;goals_conceded_points;own_goals_points;penalty_points;clean_sheet_points;assists_points;match_won_points;match_draw_points;total_points
Yukinari Sugawara;AZ Alkmaar;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Kamal Sowah;AZ Alkmaar;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Giovanni Troupée;FC Twente;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Václav Černý;FC Twente;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Mees Hilgers;FC Twente;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Cole Bassett;Feyenoord;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Mohammed Amine Ihattaren;Ajax;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Devyne Rensch;Ajax;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Yahya Kalley;FC Groningen;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Thijmen Blokzijl;FC Groningen;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Laurent Jans;Sparta Rotterdam;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Jasper ter Heide;SC Cambuur;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Thomas Rier;SC Cambuur;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Michael Verrips;Fortuna Sittard;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Martin Angha-Lötscher;Fortuna Sittard;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Samy Baghdadi;Fortuna Sittard;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Robin Jalving;Heracles Almelo;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Giacomo Quagliata;Heracles Almelo;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Juriën Gaari;RKC Waalwijk;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Roy Kuijpers;RKC Waalwijk;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Richard Ledezma;PSV;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Jacob Mulenga;Go Ahead Eagles;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Romaric Yapi;Vitesse;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Marc Cardona Rovira;Go Ahead Eagles;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Evert Linthorst;Go Ahead Eagles;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Mathias De Wolf;NEC;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Daniel Crowley;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Godfried Roemeratoe;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Lars Unnerstall;FC Twente;goalkeeper;31;0;0;0;0;-1;0;0;0;0;0;1;0
Alireza Jahanbakhsh;Feyenoord;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Edson Omar Álvarez Velázquez;Ajax;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Adrián Dalmau Vaquer;Sparta Rotterdam;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Jason Meerstadt;Sparta Rotterdam;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Maikel van der Werff;PEC Zwolle;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Rico Strieder;PEC Zwolle;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Mike Hauptmeijer;PEC Zwolle;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Daishawn Redan;PEC Zwolle;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Michael de Leeuw;FC Groningen;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Max de Waal;PEC Zwolle;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Chardi Landu;PEC Zwolle;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Jan Bekkema;SC Heerenveen;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Daniël van Kaam;FC Groningen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Rami Kaib;SC Heerenveen;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Anthony Musaba;SC Heerenveen;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Michael Breij;SC Cambuur;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Ben Rienstra;Fortuna Sittard;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Richie Musaba;Fortuna Sittard;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Arianit Ferati;Fortuna Sittard;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Sven Sonnenberg;Heracles Almelo;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Melih Ibrahimoglu;Heracles Almelo;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Iliass Bel Hassani;RKC Waalwijk;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Joris van Overeem;FC Utrecht;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Moussa Sylla;FC Utrecht;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Daan Reiziger;Vitesse;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Robin Pröpper;FC Twente;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Görkem Sağlam;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Manfred Ugalde;FC Twente;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Denilho Cleonise;FC Twente;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Marco van Ginkel;PSV;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Ramon Hendriks;Feyenoord;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Marcus Holmgren Pedersen;Feyenoord;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Thijs Jansen;Feyenoord;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Ishan Kort;Sparta Rotterdam;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Laros Duarte;FC Groningen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Daleho Irandust;FC Groningen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Melayro Bogarde;FC Groningen;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Paulos Abraham;FC Groningen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Pieter Bos;SC Cambuur;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Tamás Kiss;SC Cambuur;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Jhondly van der Meer;SC Cambuur;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Deroy Duarte;Fortuna Sittard;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Justin Hoogma;Heracles Almelo;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Ruben Roosken;Heracles Almelo;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Elias Sierra;Heracles Almelo;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Hans Jorge Mulder;RKC Waalwijk;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Achraf El Bouchataoui;RKC Waalwijk;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Eric Oelschlägel;FC Utrecht;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Gyan de Regt;Vitesse;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Javier Vet;NEC;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Jonathan Okita;NEC;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Ilias Bronkhorst;NEC;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Abdenasser El Khayati;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Aslak Fonn Witry;AZ Alkmaar;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Peer Koopmeiners;AZ Alkmaar;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Mats Köhlert;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Jeffrey de Lange;FC Twente;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Kilian Ludewig;Willem II;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Jesse Bosch;FC Twente;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Wesley Spieringhs;Willem II;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Max Bruns;FC Twente;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Patrik Wålemark;Feyenoord;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Brian Brobbey;Ajax;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Jay Gorter;Ajax;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Gervane Kastaneer;PEC Zwolle;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Pelle Clement;PEC Zwolle;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Sai van Wermeskerken;PEC Zwolle;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Siem de Jong;SC Heerenveen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Xavier Mous;SC Heerenveen;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Nicolas Martin Hautorp Madsen;SC Heerenveen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Emmanuel Matuta La Nkenda Nosa;FC Groningen;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Hamdi Akujobi;SC Heerenveen;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Kristiano Samuel Armenteros Nunez Mendoza Jansson;Heracles Almelo;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Giannis Masouras;Sparta Rotterdam;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Paul Gladon;Fortuna Sittard;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Marco Rente;Heracles Almelo;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Timo Jansink;Heracles Almelo;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Kevin Gadellaa;FC Utrecht;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Joel Pereira Castro;RKC Waalwijk;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Aaron Meijers;Sparta Rotterdam;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Maximiliano Samuel Romero;PSV;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Arthur Zagre;FC Utrecht;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Martijn Berden;Go Ahead Eagles;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Rens van Eijden;NEC;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Ogechika Heil;Go Ahead Eagles;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Dani de Wit;AZ Alkmaar;midfield;31;0;0;0;0;0;0;0;0;0;0;0;0
Sem Westerveld;AZ Alkmaar;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Philippe Sandler;Feyenoord;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Sam Tel;Willem II;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Liam van Gelderen;Ajax;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Eric Verstappen;Vitesse;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Filip Stevanović;SC Heerenveen;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Rami Hajal;SC Heerenveen;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Bilal Başacıkoğlu;Heracles Almelo;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Nick Doodeman;SC Cambuur;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Felix Dornebusch;Fortuna Sittard;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Lisandro Semedo;Fortuna Sittard;attack;31;0;0;0;0;0;0;0;0;0;0;0;0
Koen Bucker;Heracles Almelo;goalkeeper;31;0;0;0;0;-1;0;0;0;0;0;1;0
Issam El Maach;RKC Waalwijk;goalkeeper;31;0;0;0;0;0;0;0;0;0;0;0;0
Thierry Lutonda;RKC Waalwijk;defense;31;0;0;0;0;0;0;0;0;0;0;0;0
Bart Vriends;Sparta Rotterdam;defense;31;0;0;0;0;-1;0;0;0;0;0;1;0
Leeroy Owusu;Willem II;defense;31;0;0;0;0;-4;0;0;0;3;0;0;-1
Ricky van Wolfswinkel;FC Twente;attack;31;-2;0;0;0;0;0;0;0;0;0;1;-1
Bart van Rooij;NEC;defense;31;0;0;0;0;-1;0;0;0;0;0;0;-1
Rodrigo Guth;NEC;defense;31;0;0;0;0;-1;0;0;0;0;0;0;-1
Calvin Verdonk;NEC;defense;31;0;0;0;0;-1;0;0;0;0;0;0;-1
Mattijs Branderhorst;NEC;goalkeeper;31;0;0;0;0;-1;0;0;0;0;0;0;-1
Nikolai Laursen;Heracles Almelo;attack;31;-2;0;0;0;0;0;0;0;0;0;1;-1
Iván Márquez Álvarez;NEC;defense;31;0;0;0;0;-1;0;0;0;0;0;0;-1
Mikkel Duelund;NEC;midfield;31;-2;0;0;0;0;0;0;0;0;0;0;-2
Jordy Bruijn;NEC;midfield;31;-2;0;0;0;0;0;0;0;0;0;0;-2
Dirk Proper;NEC;attack;31;-2;0;0;0;0;0;0;0;0;0;0;-2
Dries Saddiki;Willem II;midfield;31;-2;0;0;0;0;0;0;0;0;0;0;-2
Thomas Buitink;Vitesse;attack;31;-2;0;0;0;0;0;0;0;0;0;0;-2
Sonny Stevens;SC Cambuur;goalkeeper;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Joris Kramer;Go Ahead Eagles;defense;31;0;0;0;0;-2;0;0;0;0;0;0;-2
Boyd Lucassen;Go Ahead Eagles;defense;31;0;0;0;0;-2;0;0;0;0;0;0;-2
Gerrit Nauber;Go Ahead Eagles;defense;31;0;0;0;0;-2;0;0;0;0;0;0;-2
Julio José Pleguezuelo Selva;FC Twente;defense;31;-2;0;0;0;-1;0;0;0;0;0;1;-2
Erik Schouten;SC Cambuur;defense;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Joshua Brenet;FC Twente;defense;31;-2;0;0;0;-1;0;0;0;0;0;1;-2
Ibrahim Drešević;SC Heerenveen;defense;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Andries Noppert;Go Ahead Eagles;goalkeeper;31;0;0;0;0;-2;0;0;0;0;0;0;-2
Mats Deijl;Go Ahead Eagles;defense;31;0;0;0;0;-2;0;0;0;0;0;0;-2
Erwin Mulder;SC Heerenveen;goalkeeper;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Doke Schmidt;SC Cambuur;defense;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Calvin Mac-Intosch;SC Cambuur;defense;31;0;0;0;0;-3;0;0;0;0;0;1;-2
David Sambissa;SC Cambuur;defense;31;0;0;0;0;-3;0;0;0;0;0;1;-2
Roel Janssen;Fortuna Sittard;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Kostas Lamprou;PEC Zwolle;goalkeeper;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Kenneth Paal;PEC Zwolle;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Damil Dankerlui;FC Groningen;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Yuta Nakayama;PEC Zwolle;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Bjorn Meijer;FC Groningen;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Ivo Daniel Ferreira Mendonca Pinto;Fortuna Sittard;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Mickaël Tirpan;Fortuna Sittard;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Djavan Anderson;PEC Zwolle;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Peter Leeuwenburgh;FC Groningen;goalkeeper;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Bart van Hintum;FC Groningen;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Yanick van Osch;Fortuna Sittard;goalkeeper;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Bram van Polen;PEC Zwolle;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Nigel Lonwijk;Fortuna Sittard;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Marin Sverko;FC Groningen;defense;31;0;0;0;0;-3;0;0;0;0;0;0;-3
Lucas Woudenberg;SC Heerenveen;defense;31;-2;0;0;0;-3;0;0;0;0;0;1;-4
Sven van Beek;SC Heerenveen;defense;31;-2;0;0;0;-3;0;0;0;0;0;1;-4
Timon Wellenreuther;Willem II;goalkeeper;31;0;0;0;0;-4;0;0;0;0;0;0;-4
Ulrik Yttergård Jenssen;Willem II;defense;31;0;0;0;0;-4;0;0;0;0;0;0;-4
Derrick Köhn;Willem II;defense;31;0;0;0;0;-4;0;0;0;0;0;0;-4
Anas Ouahim;Heracles Almelo;midfield;31;0;-5;0;0;0;0;0;0;0;0;0;-5
Neraysho Kasanwirjo;FC Groningen;defense;31;-2;0;0;0;-3;0;0;0;0;0;0;-5
Wessel Dammers;Willem II;defense;31;0;0;0;0;-4;-2;0;0;0;0;0;-6
Wessel Dammers;Willem II;defense;32;0;0;0;5;0;0;0;2;0;3;0;10
Zian Flemming;Fortuna Sittard;midfield;32;-2;0;0;8;0;0;0;0;0;3;0;9
Amin Sarr;SC Heerenveen;attack;32;0;0;0;6;0;0;0;0;0;3;0;9
Hidde ter Avest;FC Utrecht;defense;32;0;0;0;5;0;0;0;2;0;0;1;8
Derrick Köhn;Willem II;defense;32;0;0;0;0;0;0;0;2;3;3;0;8
Cody Mathès Gakpo;PSV;attack;32;0;0;0;6;0;0;0;0;0;0;1;7
Arno Verschueren;Sparta Rotterdam;midfield;32;0;0;0;4;0;0;0;0;0;3;0;7
Younes Namli;Sparta Rotterdam;midfield;32;0;0;0;0;0;0;0;0;4;3;0;7
Lennart Thy;Sparta Rotterdam;attack;32;0;0;0;3;0;0;0;0;0;3;0;6
Jizz Hornkamp;Willem II;attack;32;0;0;0;3;0;0;0;0;0;3;0;6
Timon Wellenreuther;Willem II;goalkeeper;32;0;0;0;0;0;0;0;3;0;3;0;6
Mattijs Branderhorst;NEC;goalkeeper;32;0;0;0;0;0;0;0;3;0;3;0;6
Iván Márquez Álvarez;NEC;defense;32;0;0;0;0;0;0;0;2;0;3;0;5
Leeroy Owusu;Willem II;defense;32;0;0;0;0;0;0;0;2;0;3;0;5
Håkon Evjen;AZ Alkmaar;midfield;32;0;0;0;4;0;0;0;0;0;0;1;5
Bart van Rooij;NEC;defense;32;0;0;0;0;0;0;0;2;0;3;0;5
Rodrigo Guth;NEC;defense;32;0;0;0;0;0;0;0;2;0;3;0;5
Freek Heerkens;Willem II;defense;32;0;0;0;0;0;0;0;2;0;3;0;5
Cyriel Dessers;Feyenoord;attack;32;0;0;0;3;0;0;1;0;0;0;1;5
Fabian de Keijzer;FC Utrecht;goalkeeper;32;0;0;0;0;0;0;0;3;0;0;1;4
Edson Omar Álvarez Velázquez;Ajax;defense;32;0;0;0;5;-2;0;0;0;0;0;1;4
Daishawn Redan;PEC Zwolle;attack;32;0;0;0;3;0;0;0;0;0;0;1;4
Eric Oelschlägel;FC Utrecht;goalkeeper;32;0;0;0;0;0;0;0;3;0;0;1;4
Brian Brobbey;Ajax;attack;32;0;0;0;3;0;0;0;0;0;0;1;4
Joeri de Kamps;Sparta Rotterdam;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Tijanni Noslin;Fortuna Sittard;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Tesfaldet Tekie;Fortuna Sittard;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Lasse Schöne;NEC;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Elayis Tavsan;NEC;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Ali Akman;NEC;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Dirk Proper;NEC;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Dries Saddiki;Willem II;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Ricky van Wolfswinkel;FC Twente;attack;32;0;0;0;3;0;0;0;0;0;0;0;3
Pol Llonch Puyalto;Willem II;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Joey Veerman;PSV;midfield;32;0;0;0;0;0;0;0;0;2;0;1;3
Anas Tahiri;SC Heerenveen;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Milan van Ewijk;SC Heerenveen;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Mike van der Hoorn;FC Utrecht;defense;32;0;0;0;0;0;0;0;2;0;0;1;3
Max Svensson;Willem II;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Thom Haye;SC Heerenveen;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Sydney van Hooijdonk;SC Heerenveen;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Bjorn Meijer;FC Groningen;defense;32;0;0;0;5;-2;0;0;0;0;0;0;3
Willem Janssen;FC Utrecht;defense;32;0;0;0;0;0;0;0;2;0;0;1;3
Adil Auassar;Sparta Rotterdam;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Daniel Crowley;Willem II;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Robin Maulun;SC Cambuur;midfield;32;0;0;0;0;0;0;0;0;2;0;1;3
Kenneth Taylor;Ajax;midfield;32;0;0;0;0;0;0;0;0;2;0;1;3
Sven Mijnans;Sparta Rotterdam;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Adam Maher;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;2;0;1;3
Jonathan Okita;NEC;attack;32;0;0;0;0;0;0;0;0;0;3;0;3
Mats Köhlert;Willem II;midfield;32;0;0;0;0;0;0;0;0;0;3;0;3
Pelle Clement;PEC Zwolle;midfield;32;0;0;0;0;0;0;0;0;2;0;1;3
Bart Vriends;Sparta Rotterdam;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Mikkel Duelund;NEC;midfield;32;0;0;0;0;0;0;0;0;2;0;0;2
Vangelis Pavlidis;AZ Alkmaar;attack;32;-2;0;0;3;0;0;0;0;0;0;1;2
Jesper Karlsson;AZ Alkmaar;attack;32;0;0;0;0;0;0;0;0;1;0;1;2
Lucas Woudenberg;SC Heerenveen;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Luis Fernando Sinisterra Lucumí;Feyenoord;attack;32;0;0;0;0;0;0;0;0;1;0;1;2
Maduka Okoye;Sparta Rotterdam;goalkeeper;32;0;0;0;0;-1;0;0;0;0;3;0;2
Sven van Beek;SC Heerenveen;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Dirk Abels;Sparta Rotterdam;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Ivo Daniel Ferreira Mendonca Pinto;Fortuna Sittard;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Ibrahim Drešević;SC Heerenveen;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Martin Angha-Lötscher;Fortuna Sittard;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Eran Zahavi;PSV;attack;32;0;0;0;0;0;0;0;0;1;0;1;2
Erwin Mulder;SC Heerenveen;goalkeeper;32;0;0;0;0;-1;0;0;0;0;3;0;2
Rami Kaib;SC Heerenveen;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Nicolas Martin Hautorp Madsen;SC Heerenveen;midfield;32;0;0;0;0;0;0;0;0;2;0;0;2
Paul Gladon;Fortuna Sittard;attack;32;-2;0;0;0;0;0;0;0;1;3;0;2
Yanick van Osch;Fortuna Sittard;goalkeeper;32;0;0;0;0;-1;0;0;0;0;3;0;2
Aaron Meijers;Sparta Rotterdam;defense;32;0;0;0;0;-1;0;0;0;0;3;0;2
Dani de Wit;AZ Alkmaar;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Jurriën Maduro;Ajax;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Vurnon Anita;RKC Waalwijk;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Richard van der Venne;RKC Waalwijk;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Mauro Jaqueson Júnior Ferreira dos Santos;PSV;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Quinten Maduro;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Souffian Elkarouani;NEC;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Steven Berghuis;Ajax;attack;32;0;0;0;0;0;0;0;0;1;0;0;1
Mees De Wit;PEC Zwolle;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Tibor Halilović;SC Heerenveen;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Roberts Uldriķis;SC Cambuur;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Jordy Bruijn;NEC;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Ibrahim Sangaré;PSV;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Thomas van den Belt;PEC Zwolle;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Vito van Crooij;Sparta Rotterdam;attack;32;-2;0;0;0;0;0;0;0;0;3;0;1
Andreas Samaris;Fortuna Sittard;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Issa Kallon;SC Cambuur;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Mohamed El Hankouri;FC Groningen;attack;32;0;0;0;0;0;0;0;0;1;0;0;1
Patrick Joosten;SC Cambuur;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Mats Seuntjens;Fortuna Sittard;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Djevencio van der Kust;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Ritsu Doan;PSV;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Sander van de Streek;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Orkun Kökçü;Feyenoord;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Sekou Sylla;SC Cambuur;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Matúš Bero;Vitesse;midfield;32;0;0;0;0;0;0;1;0;0;0;0;1
Reiss Nelson;Feyenoord;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Chardi Landu;PEC Zwolle;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Anthony Musaba;SC Heerenveen;attack;32;0;0;0;0;0;0;0;0;1;0;0;1
Finn Stokkers;RKC Waalwijk;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Melle Meulensteen;RKC Waalwijk;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Saïd Bakari;RKC Waalwijk;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Moussa Sylla;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Deroy Duarte;Fortuna Sittard;midfield;32;-2;0;0;0;0;0;0;0;0;3;0;1
Michiel Kramer;RKC Waalwijk;attack;32;0;0;0;0;0;0;0;0;0;0;1;1
Yassin Oukili;RKC Waalwijk;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
Simon Gustafson;FC Utrecht;midfield;32;0;0;0;0;0;0;0;0;0;0;1;1
